_time,AP_channel,RSSI,channel_width,client_ID,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,obstacles,radio,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_drop_misc,router_rx_duration_us,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_duration_us,router_tx_failed,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms
2026-05-30 21:32:00.022000+00:00,149,-30,80.0,1.0,1,2.0,0.0,0,2.89,0.9311111111111112,3.0420000000000003,780,1.0,0,1.0,619.0,-92.0,2,0.0,1950385.0,780.0,-48.0,-42.0,45.0,8755182.0,1089.0,780.0,1089.0,4.0,0,6.0,-29.0,40,642.2421111086112,73.92482920774111,0.0,0,1.779
2026-05-30 21:33:47.706000+00:00,149,-25,80.0,1.0,2,2.0,0.0388669229704257,272224,1.573,12.417777777777776,20.674,234,1.0,0,1.0,619.0,-92.0,3,0.0,0.0,780.0,-42.0,-40.0,50.0,825229.0,1317.0,780.0,1319.0,4.0,1,3.0,-17.0,35,558.3798784993623,46.533622411555136,0.2884120171673819,84,1.323
2026-05-30 21:34:22.207000+00:00,149,-27,80.0,3.0,1,2.0,0.0003966557406637,1448,36.307,6.922222222222222,18.908,433,1.0,0,1.0,330.359,-92.0,3,2.0,5798020.0,433.3,-45.0,-46.0,47.0,8172988.0,446.0,390.0,446.0,4.0,0,3.0,-40.0,22,299.9821859954051,177.12432432432433,10.117833274709811,5753,11.378
2026-05-30 21:35:22.031000+00:00,149,-42,80.0,2.0,1,2.0,0.0003855365433262,1448,24.717,10.404444444444444,20.031,433,1.0,0,1.0,330.359,-92.0,3,0.0,7076972.0,433.3,-52.0,-52.0,40.0,9191176.0,135.0,390.0,135.0,4.0,0,3.0,-27.0,22,327.8634274290284,206.7732197791265,0.0,0,8.381
2026-05-30 21:37:28.894000+00:00,149,-34,80.0,1.0,1,2.0,0.0,0,1.505,0.6477777777777778,4.319,780,1.0,0,1.0,619.0,-92.0,3,0.0,1813958.0,780.0,-47.0,-42.0,45.0,8796854.0,10856.0,780.0,10856.0,4.0,0,3.0,-24.0,33,542.6898251432287,75.71495185801064,0.0,0,1.578
2026-05-30 21:39:11.505000+00:00,149,-32,80.0,1.0,2,2.0,0.5783323364335115,2719344,1.449,4.19,7.82,234,1.0,0,1.0,619.0,-92.0,3,0.0,0.0,866.7,-50.0,-39.0,42.0,0.0,743.0,780.0,740.0,4.0,1,3.0,-17.0,31,375.0831579859936,14.16496156581124,3.1227858398719395,1190,5.767
2026-05-30 21:39:42.817000+00:00,149,-25,80.0,3.0,1,2.0,0.0008997224977449,2896,31.648,4.773333333333333,15.114999999999998,433,1.0,0,1.0,330.359,-92.0,3,1.0,4674010.0,433.3,-45.0,-46.0,48.0,7468532.0,1246.0,390.0,1246.0,4.0,0,3.0,-42.0,25,265.7328605975817,123.58887606922616,9.826804054168004,5827,6.237
2026-05-30 21:40:42.657000+00:00,149,-42,80.0,2.0,1,2.0,0.0003630860775987,1448,47.114,11.439999999999998,20.739000000000004,433,1.0,0,1.0,330.359,-92.0,3,0.0,7482527.0,433.3,-52.0,-52.0,40.0,9051025.0,519.0,390.0,517.0,4.0,0,3.0,-27.0,22,326.1863766493403,228.66273173640792,0.0,0,10.536
2026-05-30 21:42:58.693000+00:00,149,-30,80.0,1.0,1,2.0,0.0,0,2.062,0.9566666666666666,5.174,780,1.0,0,1.0,619.0,-92.0,3,0.0,1798948.0,780.0,-48.0,-42.0,44.0,8589168.0,7409.0,780.0,7407.0,4.0,0,3.0,-25.0,42,597.27084513558,66.10019400885534,0.0,0,1.927
2026-05-30 21:44:35.914000+00:00,149,-28,80.0,1.0,2,2.0,0.4894051204150976,2341416,1.229,4.537777777777778,7.913,234,1.0,0,1.0,619.0,-92.0,3,2.0,140573.0,866.7,-45.0,-40.0,47.0,601699.0,7591.0,780.0,7571.0,4.0,1,3.0,-17.0,39,336.5467862040009,31.69981784859766,0.0808625336927223,42,2.899
