_time,AP_channel,RSSI,bssid,channel_width,client_mode,client_name,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,mac,obstacles,radio,router_connected_time_sec,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_bytes,router_rx_drop_misc,router_rx_duration_us,router_rx_packets,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_bytes,router_tx_duration_us,router_tx_failed,router_tx_packets,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_strongest_ssid,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,ssid,stored_at,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms
2026-06-03 15:22:22.495000+00:00,149,-62,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0008115260074876109,2896,2.003,1.4622222222222223,6.004,117,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,249867,297.515,-92,3,124719767,0,7266703,116454,117.0,-82,-77,10,377906321,9127181,3221,273266,351.0,3221,3,0,7,-31,Dias_5G,34,284.445682820215,91.16669048350244,069-5G,2026-06-03T15:22:54.619Z,0.0,0,2.753
2026-06-03 15:23:23.877000+00:00,149,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.2095032284910501,57920,11.559,6.032222222222223,21.788,97,quarto,08:aa:55:1d:45:66,1,5ghz,338956,76.703,-92,3,27434551,2,8381336,24963,27.0,-91,-92,1,35835071,9191408,11155,31216,87.8,11130,,0,7,-48,Dias_5G,26,25.15576169532187,20.411251961465886,069-5G,2026-06-03T15:23:27.208Z,2.2094481996742,1180,261.405
2026-06-03 15:24:52.707000+00:00,149,-78,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.03671343403742853,15928,21.686,3.744444444444445,16.810000000000002,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,85202,76.703,-92,3,23753263,1,7874012,24007,40.5,-91,-92,1,49994812,8942106,11984,40271,87.8,11980,,0,7,-44,Dias_5G,23,36.88774255446732,17.625755321265167,069-5G,2026-06-03T15:24:56.737Z,0.09526185669894986,42,614.813
2026-06-03 15:27:51.355000+00:00,149,-61,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0006906287695131125,2896,1.669,2.2911111111111113,5.34,117,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,250196,389.406,-92,3,146483383,0,7586857,131088,175.6,-79,-74,13,441594787,9350414,13339,318293,468.0,13339,3,0,36,-35,Dias_5G,35,334.5318839012383,108.13836717485619,069-5G,2026-06-03T15:28:23.596Z,0.0,0,2.835
2026-06-03 15:28:44.563000+00:00,149,-75,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.004312595507014103,2896,25.514,11.73777777777778,25.606,65,quarto,08:aa:55:1d:45:66,1,5ghz,339277,11.726,-92,3,35701808,1,9245759,35553,29.3,-91,-92,2,77920426,8970474,17695,61051,13.5,17695,,0,7,-48,Dias_5G,28,56.18681755473358,26.47761248633065,069-5G,2026-06-03T15:28:48.451Z,0.08024762123122779,42,343.535
2026-06-03 15:30:13.654000+00:00,149,-80,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.035425215120108114,11584,15.377,22.933333333333337,38.53,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,85523,11.726,,3,15351330,1,7417207,21186,27.0,-96,-96,,42151612,9265523,16082,32205,13.5,16076,,0,9,-43,Bosque,23,30.177864294993505,11.070623107569721,069-5G,2026-06-03T15:30:17.972Z,4.413764050322655,2305,767.607
2026-06-03 15:33:20.227000+00:00,149,-63,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0008201097991091207,2896,2.086,50.5,50.22,176,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,250530,389.406,-92,3,95547059,0,5234559,98711,175.6,-81,-82,11,374006062,9190065,2643,262460,468.0,2643,3,0,36,-36,Dias_5G,35,281.63479901121025,79.89205795018901,069-5G,2026-06-03T15:33:57.733Z,0.049099836333878884,21,2.434
2026-06-03 15:34:05.483000+00:00,149,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0012500407471845768,2896,17.26,7.657777777777777,21.909,97,quarto,08:aa:55:1d:45:66,1,5ghz,339598,202.796,-92,3,42961442,4,6939120,55281,58.5,-88,-89,4,252999397,8646401,9676,177497,234.0,9676,,0,7,-46,Dias_5G,24,189.48779690154922,29.84523788672061,069-5G,2026-06-03T15:34:09.198Z,0.12,42,24.822
2026-06-03 15:35:34.740000+00:00,149,-76,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.005354008416935074,4344,31.134,10.715555555555556,24.386,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,85844,76.703,-92,3,28551202,1,8934334,34247,29.3,-90,-91,2,94208871,9462739,6035,70960,87.8,6033,,0,9,-42,Bosque,18,67.07532633683158,20.62977424483307,069-5G,2026-06-03T15:35:38.871Z,2.3250811529586612,1189,376.999
2026-06-03 15:38:54.254000+00:00,149,-64,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.004203158708602321,8688,2.092,25.608888888888888,34.216,88,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,250859,101.39,-92,3,11726316,0,980001,27833,175.6,-81,-82,11,219525600,5263213,2417,146757,117.0,2417,3,0,36,-36,Dias_5G,37,163.84444655951165,8.227439943850495,069-5G,2026-06-03T15:39:27.254Z,0.08640552995391705,42,12.566
2026-06-03 15:39:26.067000+00:00,149,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0066686250891606225,4344,40.754,24.466666666666665,39.260000000000005,97,quarto,08:aa:55:1d:45:66,1,5ghz,339920,76.703,-92,3,27393299,2,7765234,28992,40.5,-91,-91,1,76315377,7183217,5382,58585,87.8,5381,,0,7,-48,Dias_5G,23,55.348208337498754,19.86544402132521,069-5G,2026-06-03T15:39:30.914Z,0.10350946372239749,42,82.533
2026-06-03 15:40:55.571000+00:00,149,-83,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.03222762316827805,4344,138.611,10.255555555555555,25.47,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,86165,51.585,-92,3,21424098,1,7760134,17915,29.3,-92,-91,0,18084179,9376781,10698,18418,58.5,10685,,0,7,-45,Dias_5G,21,12.579138258522443,16.056548075966987,069-5G,2026-06-03T15:40:59.931Z,3.1130808487778676,1159,492.61
2026-06-03 15:44:23.868000+00:00,149,-65,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.007998754669024458,5792,4.335,2.778888888888889,4.643,176,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,251192,297.515,-92,3,14958275,0,1095793,18466,162.0,-80,-76,12,78117110,1987823,1352,54244,351.0,1350,3,0,7,-31,Dias_5G,34,52.21298145382673,8.044285639149395,069-5G,2026-06-03T15:44:59.729Z,3.3740449500864425,1210,3.337
2026-06-03 15:44:48.286000+00:00,149,-70,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.011417666700772478,7240,20.473,8.677777777777779,25.449999999999996,130,quarto,08:aa:55:1d:45:66,1,5ghz,340241,76.703,-92,3,29046386,0,8252751,30632,29.3,-90,-91,2,75343580,7827620,13557,58574,87.8,13554,,0,7,-44,Dias_5G,25,53.66562495001999,20.85943942992874,069-5G,2026-06-03T15:44:51.756Z,2.474697734844834,1181,412.577
2026-06-03 15:46:16.608000+00:00,149,-83,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.005811624694267603,2896,43.128,24.5,40.55,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,86486,25.343,,3,21821005,3,7344088,29718,27.0,-94,-96,,60970298,10059025,27224,47029,29.3,27221,,0,9,-41,Bosque,20,43.60767929621114,15.651935152234085,069-5G,2026-06-03T15:46:20.852Z,2.6779645656803663,1182,468.307
2026-06-03 15:49:56.209000+00:00,149,-63,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,2.2887424047239575,1049800,3.37,2.4899999999999998,4.627,162,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,251521,389.406,-92,3,141328995,0,6855015,98729,175.6,-81,-78,11,53432759,2143591,3663,60992,468.0,3662,3,0,36,-36,Dias_5G,33,36.09840775328479,105.93033164587746,069-5G,2026-06-03T15:50:28.328Z,0.0,0,2.705
2026-06-03 15:50:09.254000+00:00,149,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.005533954223293728,4344,31.306,11.18,18.636000000000003,97,quarto,08:aa:55:1d:45:66,1,5ghz,340562,101.39,-92,3,41343112,2,9075627,40943,40.5,-91,-93,1,92071195,9096176,12073,73800,117.0,12072,,0,7,-44,Dias_5G,25,67.02173574353341,30.465593833382744,069-5G,2026-06-03T15:50:12.371Z,2.3913444396631216,1167,260.937
2026-06-03 15:51:37.560000+00:00,149,-82,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.012914980717612696,5792,34.148,20.746666666666666,31.517999999999994,65,quarto,cc:0d:f2:26:b1:f7,1,5ghz,86807,51.585,,3,25254156,2,8316740,30767,27.0,-94,-94,,56603759,9549187,12468,45398,58.5,12465,,0,9,-42,Bosque,22,39.41463321003699,18.283711161461923,069-5G,2026-06-03T15:51:41.836Z,1.924860853432282,1162,450.177
2026-06-03 15:55:25.155000+00:00,149,-61,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0007778990039540478,2896,2.886,7.1433333333333335,7.545,117,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,251851,297.515,-92,3,109738358,0,5657642,107406,351.0,-79,-73,13,393864797,9657195,4814,278157,351.0,4814,3,0,36,-35,Dias_5G,38,297.2832865468529,80.00157438094999,069-5G,2026-06-03T15:55:58.506Z,0.0,0,2.504
2026-06-03 15:55:29.884000+00:00,149,-70,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.006800427953561118,7240,16.793,7.022222222222222,25.299999999999997,130,quarto,08:aa:55:1d:45:66,1,5ghz,340882,76.703,-92,3,42994325,2,9453556,42409,54.0,-89,-89,3,120728928,8793267,25377,92832,87.8,25374,,0,7,-45,Dias_5G,23,88.04516593362655,31.571805175637117,069-5G,2026-06-03T15:55:33.099Z,2.634014219614039,1167,234.352
2026-06-03 15:56:58.487000+00:00,149,-79,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.0038156445008288484,2896,26.497,9.415555555555553,30.236000000000008,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,87128,51.585,-92,3,29266555,2,8775061,38037,29.3,-89,-91,3,91723224,9029993,6930,69583,58.5,6929,,0,9,-42,Bosque,24,66.25675184963008,21.22749866031557,069-5G,2026-06-03T15:57:02.494Z,2.9714874613534867,1211,305.941
2026-06-03 16:00:50.588000+00:00,149,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.005077707154321058,4344,20.552,9.411111111111111,25.21,130,quarto,08:aa:55:1d:45:66,1,5ghz,341203,76.703,-92,3,42700568,1,9420480,41065,40.5,-91,-90,1,97964944,8972985,33828,77663,87.8,33828,,0,7,-45,Dias_5G,23,71.21770675189772,31.692891628554385,069-5G,2026-06-03T16:00:53.795Z,1.95821185617104,1209,254.087
2026-06-03 16:00:55.083000+00:00,149,-59,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0011534389697916458,4344,2.388,1.1933333333333334,3.013,176,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,252180,389.406,-92,4,85675832,0,4907716,93029,175.6,-77,-72,15,397857151,9512839,3464,275010,468.0,3464,4,0,36,-35,Dias_5G,38,300.8456192080458,60.9462834103076,069-5G,2026-06-03T16:01:27.191Z,0.0,0,2.689
2026-06-03 16:02:19.221000+00:00,149,-76,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.0036568563581771602,2896,49.144,8.705555555555556,24.534999999999997,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,87448,76.703,,5,35045371,1,9003007,40435,40.5,-93,-94,,90693312,8681648,5916,69335,87.8,5914,,0,9,-42,Bosque,24,66.25012816155153,25.491619329973318,069-5G,2026-06-03T16:02:23.129Z,0.04405009124661758,21,146.623
2026-06-03 16:06:11.199000+00:00,149,-68,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.00871082475010005,10136,11.896,13.536666666666669,23.051,130,quarto,08:aa:55:1d:45:66,1,5ghz,341524,76.703,-92,3,33518895,1,9773671,46221,29.3,-89,-92,3,132302594,8151691,30505,96330,87.8,30503,,0,7,-45,Dias_5G,25,96.43041983206717,24.24936523125997,069-5G,2026-06-03T16:06:14.617Z,0.07677683533196841,42,266.587
2026-06-03 16:06:23.980000+00:00,149,-61,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0008034749180433388,2896,2.889,6.446666666666666,5.5969999999999995,117,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,252508,297.515,-92,4,99416596,0,7645745,100426,117.0,-78,-73,14,381246952,9166332,3486,277584,351.0,3486,3,0,7,-35,Dias_5G,36,287.9931412071742,71.90584626971832,069-5G,2026-06-03T16:06:56.221Z,0.042216995356130514,21,2.715
2026-06-03 16:07:39.827000+00:00,149,-79,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.012139816344029249,7240,21.527,14.297777777777778,25.851999999999997,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,87769,25.343,,4,23267855,0,7605981,32024,40.5,-93,-94,,70749726,9122252,17911,53253,29.3,17905,,0,9,-41,Bosque,25,51.155162251324604,16.77804969191016,069-5G,2026-06-03T16:07:44.152Z,0.07360285999684558,42,409.656
2026-06-03 16:11:32.004000+00:00,149,-68,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0021033917366067014,4344,22.961,9.422222222222222,24.660000000000004,130,quarto,08:aa:55:1d:45:66,1,5ghz,341844,202.796,-92,3,61778701,1,9770274,65157,58.5,-89,-89,3,230109065,8566960,20014,164258,234.0,20012,,0,7,-45,Dias_5G,25,171.86334599240456,45.71277873992236,069-5G,2026-06-03T16:11:35.232Z,2.4361706573064223,1166,48.57
2026-06-03 16:11:52.855000+00:00,149,-62,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0003071757745910224,1448,2.02,1.5544444444444445,4.82,176,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,252837,389.406,-92,3,134869439,0,7095623,127202,175.6,-79,-74,13,495179485,9321735,5270,351381,468.0,5270,3,0,7,-35,Dias_5G,35,376.2865631476149,99.2219389012848,069-5G,2026-06-03T16:12:25.003Z,0.0,0,2.633
2026-06-03 16:13:00.531000+00:00,149,-78,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.008284595854376029,4344,37.867,9.305555555555555,26.904999999999994,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,88090,101.39,-92,3,28521162,1,9071398,34322,29.3,-89,-89,3,61035567,8962575,23526,48978,117.0,23526,,0,7,-44,Dias_5G,27,43.60332027189124,20.80095219202539,069-5G,2026-06-03T16:13:04.825Z,2.529839944620419,1206,388.04
2026-06-03 16:16:52.601000+00:00,149,-68,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0006135918528019587,1448,43.089,7.348888888888889,18.767,130,quarto,08:aa:55:1d:45:66,1,5ghz,342165,227.171,-92,3,63014054,0,9751752,66074,58.5,-88,-89,4,258912054,8598160,11807,185923,263.3,11807,,0,7,-48,Dias_5G,22,193.68000479760119,46.52704705181656,069-5G,2026-06-03T16:16:55.810Z,0.08008542445274959,42,138.095
2026-06-03 16:17:21.670000+00:00,149,-62,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0006259536931907685,2896,2.159,7.088888888888889,7.112,234,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,253166,389.406,-92,3,161915403,0,8319101,143778,175.6,-80,-74,12,489913320,9197989,7803,351583,468.0,7803,3,0,36,-38,Dias_5G,39,370.12717591685833,119.39551147490623,069-5G,2026-06-03T16:17:53.949Z,0.0,0,2.171
2026-06-03 16:18:21.611000+00:00,149,-80,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.017181076970655292,7240,46.504,4.408888888888889,13.687000000000001,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,88411,25.343,,3,18794491,1,7647631,21495,19.5,-95,-95,,49943787,9768662,15881,38489,29.3,15879,,0,7,-43,Dias_5G,24,36.06019634109767,13.765492988562904,069-5G,2026-06-03T16:18:26.059Z,2.255854342805886,1182,532.597
2026-06-03 16:22:13.185000+00:00,149,-68,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0017083389688069576,2896,29.53,8.233333333333333,21.81,130,quarto,08:aa:55:1d:45:66,1,5ghz,342486,202.796,-92,3,56294832,1,9293270,59426,58.5,-89,-89,4,200493255,8881559,18226,143846,234.0,18226,,0,7,-48,Dias_5G,22,148.41899400239905,41.49378399285927,069-5G,2026-06-03T16:22:16.364Z,0.0,0,22.176
2026-06-03 16:22:50.552000+00:00,149,-61,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.00031540571531318514,1448,2.014,2.1122222222222224,4.638,59,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,253495,434.117,-92,3,162166393,2,8294343,147301,175.6,-79,-74,13,482430063,8989081,6715,347482,526.6,6714,3,0,9,-38,Bosque,35,365.801759458198,119.20914654043163,069-5G,2026-06-03T16:23:22.828Z,0.0,0,2.312
2026-06-03 16:23:42.660000+00:00,149,-82,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.044162649329532906,7240,45.098,28.366666666666667,39.15,32,quarto,cc:0d:f2:26:b1:f7,1,5ghz,88734,11.726,,3,17643806,3,9547785,18241,13.0,-96,-97,,20315393,9905121,18020,19141,13.5,18015,,0,9,-43,Bosque,25,14.253506846576713,13.010919197935278,069-5G,2026-06-03T16:23:49.260Z,0.04762444721623767,21,690.946
2026-06-03 16:27:33.788000+00:00,149,-67,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0011410719551464157,2896,40.464,8.993333333333332,23.576,195,quarto,08:aa:55:1d:45:66,1,5ghz,342806,227.171,-92,3,60282653,2,9840478,70262,58.5,-89,-89,3,277441957,8650908,5625,194400,263.3,5623,,0,7,-50,Dias_5G,23,207.9127307615431,44.042066130473636,069-5G,2026-06-03T16:27:37.101Z,0.0410348600906675,21,30.352
2026-06-03 16:28:19.411000+00:00,149,-61,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0003107044273396078,1448,2.896,20.53333333333333,34.28,13,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,253825,478.125,-92,3,139138609,0,7277658,130685,175.6,-80,-74,12,493064025,9252191,7068,351071,585.0,7068,3,0,36,-38,Dias_5G,35,372.3815620541471,102.39341305729863,069-5G,2026-06-03T16:28:52.466Z,0.03074940697572261,21,2.829
2026-06-03 16:29:05.431000+00:00,149,-75,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.027379103777223846,13032,52.502,15.600000000000001,30.380000000000003,65,quarto,cc:0d:f2:26:b1:f7,1,5ghz,89055,153.406,-92,3,58735065,2,8976678,51418,58.5,-87,-88,5,57090282,6458817,20353,53138,175.5,20353,,0,7,-39,Dias_5G,24,41.09185164450665,44.0034876690533,069-5G,2026-06-03T16:29:09.369Z,0.10303714243658309,42,105.277
2026-06-03 16:32:54.383000+00:00,149,-66,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0011955445555181664,2896,35.008,7.15888888888889,17.912,195,quarto,08:aa:55:1d:45:66,1,5ghz,343127,101.39,-92,3,62430603,1,9917208,70400,58.5,-89,-89,3,270781397,8552744,6316,191569,117.0,6315,,0,7,-50,Dias_5G,23,202.9231443422631,45.91237337048462,069-5G,2026-06-03T16:32:57.578Z,0.09017906986730795,42,32.695
2026-06-03 16:33:49.142000+00:00,149,-61,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0003082550546090647,1448,1.442,25.566666666666666,27.837,59,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,254154,5.242,-92,1,26523855,0,1948132,57017,175.6,-80,-81,13,492682859,8523638,5409,329118,6.0,5409,3,0,36,-38,Dias_5G,33,374.7064368930247,22.392629543212596,069-5G,2026-06-03T16:34:21.744Z,8.569488618089554,2398,2.343
2026-06-03 16:34:26.047000+00:00,149,-76,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.0076392667879570265,4344,17.251,16.200000000000003,35.54,97,quarto,cc:0d:f2:26:b1:f7,1,5ghz,89375,153.406,-92,1,39510980,1,6395270,42857,58.5,-87,-88,5,69938256,7758384,10725,55979,175.5,10724,,0,7,-39,Dias_5G,27,50.32158368326335,29.051907050645482,069-5G,2026-06-03T16:34:29.970Z,15.706603280567776,9317,116.105
2026-06-03 16:38:14.982000+00:00,149,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0011492219640317654,2896,29.651,6.194444444444445,18.596999999999998,130,quarto,08:aa:55:1d:45:66,1,5ghz,343447,202.796,-92,2,63189010,2,9818137,71142,58.5,-89,-91,3,277459100,8530963,5132,197705,234.0,5130,,0,7,-50,Dias_5G,23,207.95429668132746,46.26835101636093,069-5G,2026-06-03T16:38:18.197Z,0.10024105587245519,42,84.46
2026-06-03 16:39:18.339000+00:00,149,-62,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.0016848463030764208,4344,1.921,29.238888888888887,33.188,117,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,254486,202.796,-92,2,10595722,0,961980,30004,175.6,-78,-74,14,273277237,4735971,2044,182146,234.0,2042,3,0,9,-39,Bosque,40,205.9359066783412,6.812311608362932,069-5G,2026-06-03T16:39:53.954Z,2.732616169457691,1232,8.346
2026-06-03 16:39:46.653000+00:00,149,-75,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.007212893225967492,2896,58.723,22.244444444444447,34.989999999999995,65,quarto,cc:0d:f2:26:b1:f7,1,5ghz,89696,153.406,-92,2,54106952,2,8197817,48096,58.5,-88,-89,4,51510793,5193131,29405,46647,175.5,29405,,0,9,-39,Bosque,23,36.063801639672064,40.430039550829775,069-5G,2026-06-03T16:39:50.573Z,0.1125914805779696,42,126.459
2026-06-03 16:43:35.580000+00:00,149,-70,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0005672639318611341,1448,33.245,13.025555555555556,25.437,130,quarto,08:aa:55:1d:45:66,1,5ghz,343768,227.171,-92,2,63457991,2,9567619,65530,58.5,-88,-88,4,281921603,8749142,12983,202657,263.3,12982,,0,7,-45,Dias_5G,22,211.30839824070372,47.00405287744757,069-5G,2026-06-03T16:43:39.096Z,0.08197041258441001,42,163.343
2026-06-03 16:44:47.457000+00:00,149,-59,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,0.008270480348127822,5792,9.276,1.4355555555555557,4.522,59,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,254813,297.515,-92,1,61436767,0,3200396,49340,175.6,-76,-70,16,78721196,2370404,2117,63204,351.0,2117,4,0,7,-34,Dias_5G,39,54.34399963514548,44.38708134330112,069-5G,2026-06-03T16:45:20.478Z,16.01764422082845,9296,2.914
2026-06-03 16:45:07.260000+00:00,149,-78,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.0034893140239964557,4344,49.502,6.334444444444444,19.314,65,quarto,cc:0d:f2:26:b1:f7,1,5ghz,90016,153.406,-92,1,49832754,0,7725026,51018,58.5,-87,-88,5,140340746,7967968,13255,105499,175.5,13255,,0,9,-38,Bosque,25,103.13862295081967,36.759348781937014,069-5G,2026-06-03T16:45:11.256Z,0.14769230769230768,84,182.709
2026-06-03 16:48:56.182000+00:00,149,-68,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0012001287651967963,2896,38.833,8.631111111111109,22.347999999999995,130,quarto,08:aa:55:1d:45:66,1,5ghz,344089,227.171,-92,3,64729858,1,9769281,70453,58.5,-87,-88,4,278757526,8617241,13163,201303,263.3,13162,,0,7,-45,Dias_5G,22,208.81369509147257,47.68620871810148,069-5G,2026-06-03T16:48:59.400Z,0.18991634637124125,84,162.083
2026-06-03 16:50:18.250000+00:00,149,-60,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,1,10.0,1.0645716294850724,1640584,4.339,2.0033333333333334,4.688,176,quarto,c0:b5:d7:1a:c1:a1,1,5ghz,255143,297.515,-92,3,124818898,0,6346481,99303,175.6,-76,-71,16,163937691,4976938,3046,130437,351.0,3046,4,0,7,-34,Dias_5G,37,120.067442430917,92.30432120413751,069-5G,2026-06-03T16:50:50.409Z,0.0,0,2.327
2026-06-03 16:50:27.915000+00:00,149,-78,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,10.0,0.0021499184456350955,2896,43.243,10.101111111111114,22.256,65,quarto,cc:0d:f2:26:b1:f7,1,5ghz,90337,153.406,-92,3,53676495,0,8359772,55361,29.3,-88,-89,4,153506102,8859503,15379,115253,175.5,15377,,0,9,-38,Bosque,28,112.33994323405956,39.629744668187676,069-5G,2026-06-03T16:50:31.918Z,0.0,0,59.086
2026-06-03 16:54:16.777000+00:00,149,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,1,10.0,0.0012158514108662523,2896,28.57,6.956666666666667,20.272,97,quarto,08:aa:55:1d:45:66,1,5ghz,344409,227.171,-92,3,63092268,2,9637456,67337,58.5,-88,-89,4,262224541,8622837,17178,189140,263.3,17176,,0,7,-46,Dias_5G,21,196.1953295352324,46.601061045933584,069-5G,2026-06-03T16:54:20.007Z,0.19003235074542452,84,163.966
