_time,AP_channel,RSSI,bssid,channel_width,client_mode,client_name,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,mac,obstacles,radio,router_connected_time_sec,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_bytes,router_rx_drop_misc,router_rx_duration_us,router_rx_packets,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_bytes,router_tx_duration_us,router_tx_failed,router_tx_packets,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_strongest_ssid,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,ssid,stored_at,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms
2026-06-08 18:50:02.431000+00:00,48,-75,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.030929126921441157,13032,119.962,52.22666666666667,42.666,65,suite,08:aa:55:1d:45:66,2,5ghz,22600,11.726,-92,1,22003770,2,5602217,22083,58.5,-90,-90,3,51639832,10360690,34400,39166,13.5,34360,,1,1,-47,Dias_5G,18,36.05659176329468,16.25860809064705,069-5G,2026-06-08T18:50:05.877Z,2.4238581275951647,1185,697.822
2026-06-08 18:50:39.320000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,5,13.0,0.0016752834237091663,2896,2.498,3.9266666666666667,6.724,59,suite,c0:b5:d7:1a:c1:a1,2,5ghz,8010,202.78,-92,1,29285510,0,5410907,37841,58.6,-90,-86,2,184919873,7765623,15561,127850,234.0,15559,3,4,1,-38,Dias_5G,34,137.89801969969932,18.15573266414938,069-5G,2026-06-08T18:51:12.042Z,0.16498625114573787,63,2.674
2026-06-08 18:51:48.797000+00:00,48,-80,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.032206864154649885,4344,31.521,48.650000000000006,46.922222222222224,97,suite,cc:0d:f2:26:b1:f7,2,5ghz,22709,5.242,,1,12468134,3,4505311,11985,40.5,-96,-97,,17909880,9671861,11831,15816,6.0,11808,,0,8,-54,Bosque,22,12.577880847660936,9.193504482317014,069-5G,2026-06-08T18:51:54.954Z,2.4439918533604885,1164,1576.497
2026-06-08 18:55:23.252000+00:00,48,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.0011388382214241267,1448,22.701,13.455555555555556,29.389999999999997,195,suite,08:aa:55:1d:45:66,2,5ghz,22921,251.312,-92,1,94933059,1,6875600,77896,175.5,-87,-88,6,152248969,8763755,13788,119207,292.5,13787,,1,1,-48,Dias_5G,16,111.40138432351473,71.18543022098348,069-5G,2026-06-08T18:55:26.500Z,0.04208416833667335,21,10.845
2026-06-08 18:56:08.575000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,5,13.0,0.0019069075143534299,4344,2.67,0.8344444444444445,2.731,88,suite,c0:b5:d7:1a:c1:a1,2,5ghz,8339,297.515,-92,1,34794732,0,6131997,45180,175.6,-89,-86,3,241931159,8659141,33661,166667,351.0,33658,3,4,1,-42,Dias_5G,35,181.07534067029138,23.51359570884204,069-5G,2026-06-08T18:56:40.948Z,0.10675071167141115,42,2.381
2026-06-08 18:57:11.253000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.003450727989216951,2896,16.996,21.622222222222224,34.59,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,23030,202.796,-92,1,65481219,2,5702837,56414,117.0,-84,-84,9,99826278,9027866,11982,78119,234.0,11982,,0,1,-44,Dias_5G,20,73.68711359552805,48.72972355458255,069-5G,2026-06-08T18:57:15.758Z,0.04313532166625585,21,12.846
2026-06-08 19:00:43.855000+00:00,48,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.001374496908502057,2896,43.472,23.46777777777778,27.249000000000002,195,suite,08:aa:55:1d:45:66,2,5ghz,23241,251.312,-91,1,100687116,0,6649436,88420,175.5,-87,-88,5,237314357,8898670,18868,175348,292.5,18868,,1,1,-46,Dias_5G,21,176.9111732133933,74.69052347929463,069-5G,2026-06-08T19:00:47.214Z,0.0,0,11.594
2026-06-08 19:01:37.658000+00:00,48,-68,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,5,13.0,0.0027835453656884406,5792,2.596,2.926666666666667,5.984,88,suite,c0:b5:d7:1a:c1:a1,2,5ghz,8668,297.515,-92,1,51163385,0,5860618,54952,175.6,-89,-91,3,223568823,8306430,30009,158146,351.0,30008,3,4,1,-43,Dias_5G,40,165.73528393406795,36.81644117813744,069-5G,2026-06-08T19:02:09.944Z,0.04433559937507917,21,3.583
2026-06-08 19:02:32.001000+00:00,48,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.001466159737212333,2896,31.394,10.097777777777777,24.867,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,23351,101.39,-92,1,60149973,0,5957279,67260,117.0,-82,-83,10,222264155,8999992,20274,161035,117.0,20274,,0,1,-44,Dias_5G,20,164.85991380686352,43.79034778295804,069-5G,2026-06-08T19:02:36.374Z,0.0,0,12.942
2026-06-08 19:06:04.447000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.0018765460769819334,2896,38.968,27.906666666666666,35.51,195,suite,08:aa:55:1d:45:66,2,5ghz,23562,202.796,-92,1,76273408,2,6283767,66080,175.5,-87,-88,5,172200947,8028620,20122,128757,234.0,20122,,1,1,-46,Dias_5G,21,128.2815616191904,56.814775826138735,069-5G,2026-06-08T19:06:07.748Z,0.0,0,10.566
2026-06-08 19:07:06.663000+00:00,48,-65,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,2,13.0,0.0018071494326041676,4344,1.303,130.15555555555554,179.59,88,suite,c0:b5:d7:1a:c1:a1,2,5ghz,9004,202.796,-91,1,40638452,0,5520139,52234,117.0,-90,-86,2,255161348,8520769,33204,176205,234.0,33203,3,1,1,-43,Dias_5G,35,191.10789827217144,29.64873878596247,069-5G,2026-06-08T19:07:45.517Z,0.11327166320558807,42,2.509
2026-06-08 19:07:52.753000+00:00,48,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.05233097960950433,70952,32.335,8.511111111111111,21.84,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,23671,202.796,-92,1,43581099,2,4157549,49943,117.0,-82,-83,10,152184830,7111160,19260,109432,234.0,19260,,0,1,-44,Dias_5G,20,112.32871709803138,30.441241195507327,069-5G,2026-06-08T19:07:57.184Z,0.04893850061755727,21,14.787
2026-06-08 19:11:25.041000+00:00,48,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.002919329059150647,5792,31.61,16.531111111111112,19.990000000000002,195,suite,08:aa:55:1d:45:66,2,5ghz,23882,251.312,-92,1,77270622,1,6520586,70753,175.5,-87,-88,5,220401430,8483848,18348,160049,292.5,18346,,1,1,-46,Dias_5G,22,163.52879736079177,57.42623755093927,069-5G,2026-06-08T19:11:28.242Z,0.04876915931258709,21,20.012
2026-06-08 19:12:41.084000+00:00,48,-68,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,4,13.0,0.004417018025233659,7160,1.599,13.746666666666666,21.241,88,suite,c0:b5:d7:1a:c1:a1,2,5ghz,9333,11.726,-91,1,4315080,0,951053,20300,175.6,-88,-85,3,173469866,6152174,25186,115583,13.5,25186,3,3,1,-42,Dias_5G,37,123.05449092241848,2.382249572059132,069-5G,2026-06-08T19:13:14.960Z,4.3752761007215435,2377,5.044
2026-06-08 19:13:13.913000+00:00,48,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.0018780967844492754,2896,40.531,18.977777777777778,35.86,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,23993,25.343,-92,1,20665149,1,3687968,39852,58.5,-83,-83,9,173726586,6932708,16121,119363,29.3,16119,,0,1,-45,Dias_5G,17,129.02972752696763,14.379101418912484,069-5G,2026-06-08T19:13:18.620Z,0.16800672026881075,84,108.641
2026-06-08 19:16:45.625000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.0028967095779782216,4344,30.873,18.45555555555556,40.61,195,suite,08:aa:55:1d:45:66,2,5ghz,24203,153.406,-92,1,45019506,2,5894605,50947,175.5,-87,-88,6,168556460,7575382,22312,120011,175.5,22311,,1,1,-47,Dias_5G,20,124.10175769692123,32.68396291181693,069-5G,2026-06-08T19:16:48.856Z,2.5631109678805455,1193,27.036
2026-06-08 19:18:11.524000+00:00,48,-68,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,5,13.0,0.01223637209550103,7240,3.34,2.355555555555556,5.885,88,suite,c0:b5:d7:1a:c1:a1,2,5ghz,9663,25.343,-92,1,14388829,0,2135907,17665,58.6,-88,-85,4,66200067,3262132,6524,47124,29.3,6524,3,4,1,-38,Dias_5G,37,48.562275286893595,13.158064934652064,069-5G,2026-06-08T19:18:44.897Z,0.23608768971332209,63,7.043
2026-06-08 19:18:34.784000+00:00,48,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.0032159930207621076,4344,39.772,13.808888888888887,28.522000000000002,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,24313,202.796,-91,1,43808621,0,4115601,53546,117.0,-82,-83,9,158696691,6609529,13660,114092,234.0,13660,,0,1,-45,Dias_5G,17,117.39355457816873,30.76759038991729,069-5G,2026-06-08T19:18:39.383Z,0.08040893687898455,42,17.795
2026-06-08 19:22:06.213000+00:00,48,-70,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.002208662921023827,4344,39.939,10.804444444444446,26.929000000000002,130,suite,08:aa:55:1d:45:66,2,5ghz,24524,227.171,-91,1,81921426,1,6683474,76483,81.0,-86,-86,6,218339348,8387432,13781,160600,263.3,13780,,1,1,-47,Dias_5G,20,162.5601790030966,60.81719972191876,069-5G,2026-06-08T19:22:09.479Z,0.07531335736188069,42,16.988
2026-06-08 19:23:41.482000+00:00,48,-68,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,2,13.0,0.005561796530137548,3312,3.547,1.5588888888888888,4.755,59,suite,c0:b5:d7:1a:c1:a1,2,5ghz,9994,297.515,-92,1,35399290,0,4865140,30932,58.6,-89,-86,3,65367589,3205293,13055,50297,351.0,13051,3,1,8,-45,Bosque,32,40.58094418074767,26.290766510297836,069-5G,2026-06-08T19:24:15.734Z,0.10092999783721433,42,2.487
2026-06-08 19:23:55.445000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.00391769761456587,5792,54.541,12.426666666666668,25.203,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,24634,227.171,-91,1,40683357,2,5030526,54071,117.0,-83,-83,8,166383717,7615442,21644,117436,263.3,21643,,0,1,-45,Dias_5G,17,123.26323230707717,29.196378913991282,069-5G,2026-06-08T19:24:00.073Z,2.2801302931596092,1246,124.982
2026-06-08 19:27:26.808000+00:00,48,-70,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.0035974527847986355,5792,38.338,11.576666666666664,26.690999999999995,195,suite,08:aa:55:1d:45:66,2,5ghz,24844,227.171,-91,1,73359515,0,6476983,65887,175.5,-87,-89,4,183193598,8111880,17265,134982,263.3,17264,,1,1,-47,Dias_5G,21,135.00258776489403,54.52970547877101,069-5G,2026-06-08T19:27:29.981Z,0.045207956600361664,21,18.861
2026-06-08 19:29:12.362000+00:00,48,-68,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,2,13.0,0.0064589478552367794,10136,2.534,3.37,7.525,59,suite,c0:b5:d7:1a:c1:a1,2,5ghz,10325,202.78,-92,1,43759685,0,4846628,45451,108.0,-87,-86,5,168705220,7320149,28297,119898,234.0,28296,3,1,1,-43,Dias_5G,33,125.34023232150767,34.17293740680465,069-5G,2026-06-08T19:29:47.121Z,0.09820885750362437,42,3.027
2026-06-08 19:29:16.273000+00:00,48,-70,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.0015480501068753265,2896,40.769,14.982222222222227,26.631999999999998,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,24955,153.406,-92,1,48734864,3,5287667,55986,117.0,-82,-80,10,211624760,8684111,20133,149572,175.5,20131,,0,1,-45,Dias_5G,17,155.9813144056783,35.455073475458605,069-5G,2026-06-08T19:29:21.192Z,0.07538229592935602,42,16.924
2026-06-08 19:32:47.413000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.003993858064131762,5792,55.396,9.588888888888887,37.6,195,suite,08:aa:55:1d:45:66,2,5ghz,25165,227.171,-92,1,59681711,0,6174409,64197,175.5,-87,-89,6,163266852,7629544,18727,119810,263.3,18727,,1,1,-46,Dias_5G,16,120.72352108734759,43.43275245966155,069-5G,2026-06-08T19:32:50.598Z,0.05486896767956523,21,20.279
2026-06-08 19:34:36.923000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.0036879348955201423,5792,20.47,10.786666666666669,29.952000000000005,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,25276,76.703,-92,1,53380972,2,5791226,61854,117.0,-83,-83,10,180721012,7991020,22730,130135,87.8,22729,,0,1,-45,Dias_5G,17,133.35219676064787,38.847720301946765,069-5G,2026-06-08T19:34:41.286Z,0.08031667718432677,42,22.538
2026-06-08 19:34:43.796000+00:00,48,-68,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,5,13.0,0.002176165267368354,2896,2.124,2.091111111111111,3.875,6,suite,c0:b5:d7:1a:c1:a1,2,5ghz,10654,227.171,-92,1,43571581,0,5475876,44228,58.6,-89,-86,3,142343676,6282752,18851,102667,263.3,18850,3,4,8,-46,Bosque,38,106.13700031088388,32.94802857710501,069-5G,2026-06-08T19:35:16.256Z,0.049109022028904166,21,4.477
2026-06-08 19:38:08.001000+00:00,48,-70,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.0036290466689887888,5792,25.7,21.97,38.470000000000006,130,suite,08:aa:55:1d:45:66,2,5ghz,25485,101.39,-91,1,70351304,1,5786059,69553,175.5,-87,-89,4,179737701,8293443,21671,131972,117.0,21670,,1,1,-46,Dias_5G,16,132.48701159536185,51.985151617720256,069-5G,2026-06-08T19:38:11.239Z,0.10017411214730365,42,16.522
2026-06-08 19:39:57.761000+00:00,48,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.0016108664601494334,2896,24.177,23.999999999999996,37.09,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,25596,227.171,-92,1,47160632,1,5688421,58305,117.0,-82,-83,10,198465741,8264817,20008,140210,263.3,20007,,0,1,-45,Dias_5G,17,147.3154069048094,33.38105593104124,069-5G,2026-06-08T19:40:02.637Z,0.09033035099793531,42,19.546
2026-06-08 19:40:12.860000+00:00,48,-66,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,3,13.0,0.0015916750995401512,2896,1.496,1.6533333333333333,5.489,59,suite,c0:b5:d7:1a:c1:a1,2,5ghz,10984,297.515,-92,1,41533715,0,5266571,46342,175.6,-89,-86,3,193648884,7769740,25605,135436,351.0,25605,3,2,1,-44,Dias_5G,43,144.76735377261056,27.751805057618395,069-5G,2026-06-08T19:40:45.439Z,2.3723838436639255,1180,2.181
2026-06-08 19:43:28.587000+00:00,48,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.0021386899889694008,4344,36.073,11.894444444444442,25.289,195,suite,08:aa:55:1d:45:66,2,5ghz,25806,251.312,-92,1,105706828,1,7115319,93373,175.5,-87,-88,6,225195085,9009283,17888,169261,292.5,17887,,1,1,-46,Dias_5G,24,166.86655257896842,78.39917607447019,069-5G,2026-06-08T19:43:31.930Z,0.0,0,9.124
2026-06-08 19:45:22.948000+00:00,48,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.0013489288889778238,2896,20.786,10.295555555555557,29.194000000000006,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,25922,227.171,-91,1,70133301,1,6359509,76138,117.0,-82,-83,9,238938876,8930094,16339,170566,263.3,16339,,0,1,-49,Dias_5G,15,178.64162207558488,51.266957368577955,069-5G,2026-06-08T19:45:27.362Z,0.04639141096162768,21,10.059
2026-06-08 19:45:43.082000+00:00,48,-65,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,5,13.0,0.0036154653387535218,7240,2.674,4.035555555555556,6.552,59,suite,c0:b5:d7:1a:c1:a1,2,5ghz,11315,153.7,-92,1,20617610,0,4286648,34106,58.6,-88,-85,4,213249516,7458073,28080,144952,175.6,28079,3,4,1,-37,Dias_5G,35,158.18460385843724,13.791341041064806,069-5G,2026-06-08T19:46:16.499Z,0.1883126587953968,63,2.83
2026-06-08 19:48:49.185000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.004603700002545315,8320,27.283,17.10666666666667,39.524,195,suite,08:aa:55:1d:45:66,2,5ghz,26127,202.796,-92,1,90807051,2,7041831,82599,117.0,-87,-88,5,204431711,8399362,11862,152852,234.0,11859,,1,1,-46,Dias_5G,24,151.77309556177528,67.42483323394951,069-5G,2026-06-08T19:48:52.542Z,0.0,0,9.23
2026-06-08 19:50:43.552000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.0008793776610283822,1448,27.893,15.724444444444442,29.969000000000005,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,26242,227.171,-91,1,56389432,1,5410356,61242,117.0,-83,-83,8,185128412,8040438,22534,133049,263.3,22534,,0,1,-49,Dias_5G,15,137.51816393442624,41.04340179895226,069-5G,2026-06-08T19:50:47.943Z,0.05035005274767431,21,11.069
2026-06-08 19:51:13.053000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,3,13.0,0.012501306705482338,24616,3.076,6.612222222222222,8.141,117,suite,c0:b5:d7:1a:c1:a1,2,5ghz,11644,251.312,-91,1,38091911,0,5793739,45310,175.6,-88,-85,3,211265174,7742049,29761,147115,292.5,29759,3,2,1,-36,Dias_5G,36,156.8981161440876,26.329877490576852,069-5G,2026-06-08T19:51:45.637Z,0.09828009828009827,42,2.717
2026-06-08 19:54:09.780000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.002562968187145577,4344,14.178,33.24888888888889,36.07299999999999,195,suite,08:aa:55:1d:45:66,2,5ghz,26447,202.796,-92,1,77286519,2,6437844,70210,175.5,-87,-88,6,190846911,8279373,17252,141121,234.0,17249,,1,1,-47,Dias_5G,21,140.87226549380247,57.33101743264659,069-5G,2026-06-08T19:54:12.979Z,0.0,0,12.391
2026-06-08 19:56:04.364000+00:00,48,-71,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.0015889058206360592,2896,39.375,8.167777777777777,19.604000000000003,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,26563,202.796,-92,1,55604249,3,5755760,62435,117.0,-82,-83,10,203755989,8412302,21651,145967,234.0,21651,,0,1,-49,Dias_5G,15,150.70859766443758,40.46552938848209,069-5G,2026-06-08T19:56:09.066Z,0.05030301578556543,21,13.476
2026-06-08 19:56:42.174000+00:00,48,-65,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,3,13.0,0.0024359193944851684,4344,1.907,2.0055555555555555,4.043,59,suite,c0:b5:d7:1a:c1:a1,2,5ghz,11973,251.312,-92,1,41264452,0,5579665,46937,175.6,-89,-86,3,191510862,7647792,34010,134433,292.5,34010,3,2,8,-41,Bosque,36,141.62928737143943,29.52985579710725,069-5G,2026-06-08T19:57:14.638Z,0.21292775665399238,84,2.488
2026-06-08 19:59:30.366000+00:00,48,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.051242135794868394,21720,24.218,48.71000000000001,63.38100000000001,97,suite,08:aa:55:1d:45:66,2,5ghz,26769,5.242,-91,1,26138440,1,6792297,26112,58.5,-90,-90,1,51421674,8453115,36941,40530,6.0,36922,,1,1,-47,Dias_5G,18,36.05659176329468,19.315598924624116,069-5G,2026-06-08T19:59:35.333Z,4.299172342289197,2405,372.132
2026-06-08 20:01:25.085000+00:00,48,-77,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,2,13.0,0.009023700425111013,4344,75.741,15.133333333333335,38.53,97,suite,cc:0d:f2:26:b1:f7,2,5ghz,26885,51.585,-92,1,21676821,2,5263932,29304,27.0,-93,-93,0,59802886,8623841,20492,44462,58.5,20481,,1,1,-45,Dias_5G,20,41.93046086174148,15.619304865938432,069-5G,2026-06-08T20:01:30.513Z,2.3104890730677505,1182,186.797
2026-06-08 20:02:11.270000+00:00,48,-67,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,4,13.0,0.003233253903260924,4344,2.592,12.685555555555556,9.193,58,suite,c0:b5:d7:1a:c1:a1,2,5ghz,12302,202.78,-92,1,25422327,0,4970207,30501,58.6,-92,-86,1,144146075,7665302,26539,100075,234.0,26537,3,3,1,-38,Dias_5G,34,107.1477077033481,21.203758914060447,069-5G,2026-06-08T20:02:43.869Z,0.12522734726736037,42,3.339
2026-06-08 20:04:52.208000+00:00,48,-72,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.02010476135731576,5792,44.098,10.294444444444444,19.826999999999995,97,suite,08:aa:55:1d:45:66,2,5ghz,27090,11.726,-92,1,21893343,1,5924867,20502,58.5,-89,-90,3,34506885,8720894,16045,28299,13.5,16038,,1,1,-46,Dias_5G,17,24.319667299810057,15.918436745815493,069-5G,2026-06-08T20:04:55.916Z,0.0,0,192.576
2026-06-08 20:06:46.737000+00:00,48,-78,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.009153098981410108,4344,74.782,23.96666666666667,56.019999999999996,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,27205,51.585,,1,20977939,2,4981010,28240,40.5,-93,-93,,58644441,8884960,14841,43840,58.5,14832,,0,1,-46,Dias_5G,23,41.09185164450665,15.024372537313432,069-5G,2026-06-08T20:06:51.452Z,2.9547349320778777,1205,531.424
2026-06-08 20:07:40.390000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,4,13.0,0.004925051330735264,7240,2.023,12.357777777777777,10.493,58,suite,c0:b5:d7:1a:c1:a1,2,5ghz,12631,25.343,-91,1,24595600,0,4820005,30653,117.0,-92,-94,0,158466651,7576443,23311,109621,29.3,23310,3,3,1,-38,Dias_5G,31,117.31954056872821,16.736148945329905,069-5G,2026-06-08T20:08:13.153Z,0.10089605304249645,42,6.354
2026-06-08 20:10:13.177000+00:00,48,-74,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.009421878399814548,4344,16.903,6.26111111111111,20.305,65,suite,08:aa:55:1d:45:66,2,5ghz,27411,51.585,-91,1,15527773,1,4728397,17841,58.5,-90,-91,1,51913280,8622344,25629,38209,58.5,25617,,1,1,-47,Dias_5G,18,37.73741477556733,11.327530624380575,069-5G,2026-06-08T20:10:16.425Z,4.04408603999381,2352,555.271
2026-06-08 20:12:07.436000+00:00,48,-78,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,2,13.0,0.05508597673163916,15928,41.791,17.12222222222222,31.080000000000002,130,suite,cc:0d:f2:26:b1:f7,2,5ghz,27526,11.726,-92,1,15951154,1,4418570,20204,29.3,-93,-93,0,35527823,8596941,16269,27454,13.5,16245,,1,1,-47,Dias_5G,19,24.319667299810057,11.56632574778893,069-5G,2026-06-08T20:12:11.934Z,2.2075302554908114,1182,679.11
2026-06-08 20:13:10.712000+00:00,48,-69,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,5,13.0,0.003872187436120941,5792,2.582,1.7066666666666668,4.494,59,suite,c0:b5:d7:1a:c1:a1,2,5ghz,12961,153.7,-92,1,23599265,0,4724678,30200,117.0,-92,-86,0,160560838,7661140,24337,110695,175.6,24333,3,4,1,-39,Dias_5G,43,120.3232545229318,15.841113746326197,069-5G,2026-06-08T20:13:43.089Z,0.23389858825494947,84,3.292
2026-06-08 20:15:33.790000+00:00,48,-73,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.1682522965420975,53576,19.436,39.129999999999995,53.26700000000001,65,suite,08:aa:55:1d:45:66,2,5ghz,27731,11.726,-92,1,17516906,2,5837748,18813,54.0,-90,-89,2,41065767,8639809,24428,32096,13.5,24409,,1,1,-48,Dias_5G,20,28.512713385984206,12.777459119496855,069-5G,2026-06-08T20:15:37.138Z,4.831941588687004,2303,957.579
2026-06-08 20:17:28.097000+00:00,48,-76,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) play,1,13.0,0.019525312680083253,7240,39.095,32.43111111111111,59.842000000000006,97,suite,cc:0d:f2:26:b1:f7,2,5ghz,27847,25.343,,1,11299855,6,3412701,19194,54.0,-94,-95,,46866617,9592701,21499,33630,29.3,21489,,0,8,-54,Bosque,19,32.70249020391843,7.917712468951813,069-5G,2026-06-08T20:17:33.107Z,4.096821189728107,2334,1108.45
2026-06-08 20:18:39.742000+00:00,48,-66,cc:d8:43:b1:ea:4f,80,WiFi 6 (11ax),netprobe-linux,3,13.0,0.0026698518704229924,4344,2.745,1.07,3.271,59,suite,c0:b5:d7:1a:c1:a1,2,5ghz,13291,202.796,-92,1,17294415,0,4020455,30040,117.0,-92,-94,1,178812701,8378703,22446,121472,234.0,22445,3,2,3,-49,069-2G,34,130.06334297915356,10.947666878036241,069-5G,2026-06-08T20:19:12.819Z,3.805188623110794,1279,2.859
2026-06-08 20:20:54.495000+00:00,48,-73,cc:d8:43:b1:ea:4f,80,WiFi 5 (11ac),motorola moto g(9) plus,2,13.0,0.01603927406777258,5792,16.488,21.64111111111111,30.413,65,suite,08:aa:55:1d:45:66,2,5ghz,28053,5.742,-91,1,22733561,1,6108974,21866,13.0,-90,-90,1,43260138,9177443,25410,34141,6.5,25384,,1,1,-46,Dias_5G,17,31.028541037688694,16.853786288322254,069-5G,2026-06-08T20:20:59.007Z,2.1663948966975473,1209,358.264
