_time,AP_channel,RSSI,channel_width,client_ID,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,obstacles,radio,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_drop_misc,router_rx_duration_us,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_duration_us,router_tx_failed,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms,qoe_dw_score
2026-07-10 18:05:05.967000+00:00,48,-54,,2.0,0,2.0,0.00025698752916158935,2896,37.873,0.012120317038349824,0.01047352472908428,433,cwpb-2m,0,1.0,330.359,-92.0,11,4.0,4884633.0,390.0,-65.0,-65.0,27.0,7487907.0,6003.0,390.0,6003.0,,0,,,0,0.4340611627746027,0.18886790532819847,0.001933810316583668,21,9.652,0.6229290681028012
2026-07-10 18:05:38.084000+00:00,48,-43,80.0,1.0,4,2.0,0.0,0,2.654,0.007532122286220647,0.0025812747162446714,867,cwpb-2m,0,1.0,619.0,-90.0,12,0.0,7830477.0,526.6,-60.0,-51.0,30.0,10431366.0,7078.0,780.0,7078.0,,3,3.0,-32.0,56,0.8620640821163461,0.357120169023132,0.005559029872697034,63,2.757,1.2191842511394781
2026-07-10 18:10:42.005000+00:00,48,-54,,2.0,0,2.0,0.00011704675987305573,1448,56.276,0.020280608477329792,0.010471983976169691,433,cwpb-2m,0,1.0,330.359,-91.0,13,0.0,5561962.0,390.0,-68.0,-69.0,23.0,7620037.0,3503.0,390.0,3503.0,,0,,,0,0.47216448015986884,0.2558494150771521,0.006198219516084717,63,12.851,0.728013895237021
2026-07-10 18:11:27.746000+00:00,48,-34,80.0,1.0,5,2.0,0.0,0,2.67,0.008790429774036332,0.004357762826768014,780,cwpb-2m,0,1.0,619.0,-91.0,13,0.0,7159138.0,360.0,-60.0,-54.0,31.0,10254883.0,9303.0,780.0,9303.0,,4,3.0,-32.0,61,0.8415617737163077,0.3232326888000683,0.003710430332095212,42,2.596,1.164794462516376
2026-07-10 18:16:17.654000+00:00,48,-54,,2.0,0,2.0,0.00011641608487106762,1448,48.608,0.017907743809383155,0.01112064095321247,433,cwpb-2m,0,1.0,330.359,-92.0,13,2.0,5466486.0,390.0,-67.0,-68.0,26.0,7586114.0,1206.0,390.0,1206.0,,0,,,0,0.46954163902588725,0.26696830741140076,0.0,0,8.003,0.736509946437288
2026-07-10 18:17:18.082000+00:00,48,-33,80.0,1.0,10,2.0,0.0,0,2.565,0.028537389848865256,0.01646756715114786,867,cwpb-2m,0,1.0,202.78,-89.0,12,1.0,3343874.0,650.0,-59.0,-53.0,30.0,10022391.0,10240.0,234.0,10240.0,,9,1.0,-33.0,80,0.8127653925057665,0.016953319078281907,0.22410361884561353,2384,11.312,0.8297187115840484
2026-07-10 18:21:53.406000+00:00,48,-54,,2.0,0,2.0,0.00023599016773616203,2896,43.858,0.01740363314133806,0.009430948590211083,433,cwpb-2m,0,1.0,330.359,-90.0,12,3.0,5734280.0,325.0,-65.0,-67.0,25.0,7773780.0,4290.0,390.0,4290.0,,0,,,0,0.473876577574035,0.3067220867681947,0.0,0,10.124,0.7805986643422297
2026-07-10 18:27:29.237000+00:00,48,-54,,2.0,0,2.0,0.00022918998126344501,2896,42.31,0.009757298281888444,0.009625083457449543,433,cwpb-2m,0,1.0,330.359,-91.0,12,3.0,5613330.0,325.0,-66.0,-66.0,25.0,7898343.0,2837.0,390.0,2837.0,,0,,,0,0.4871628367583537,0.2430427212294206,0.0,0,6.872,0.7302055579877743
2026-07-10 18:29:00.016000+00:00,48,-33,80.0,1.0,7,2.0,6.376181439020783e-05,1448,1.871,0.010145227194407521,0.004506702275178471,780,cwpb-2m,0,1.0,478.125,-91.0,12,0.0,6188276.0,526.6,-56.0,-49.0,35.0,8761991.0,10174.0,585.0,10174.0,,6,3.0,-33.0,75,0.8310809484959049,0.3761532178724224,0.003860871998717935,42,2.872,1.2072341663683273
2026-07-10 18:33:05.265000+00:00,48,-54,,2.0,0,2.0,0.0002896577329511169,2896,22.698,0.018801752572244375,0.011906424939653845,433,cwpb-2m,0,1.0,299.7,-92.0,12,3.0,5247216.0,325.0,-67.0,-68.0,25.0,6416128.0,4348.0,351.0,4348.0,,0,,,0,0.3963987196186592,0.20147772970775985,0.12621031665838658,1198,23.363,0.597876449326419
